time,height,velocity,acceleration,aerodrag
 19.530,2371.023,308.790,29.321,220931.513
 19.540,2374.112,309.083,29.346,221271.024
 19.550,2377.205,309.377,29.370,221610.928
 19.560,2380.300,309.670,29.394,221951.224
 19.570,2383.398,309.964,29.418,222291.913
 19.580,2386.499,310.259,29.442,222632.994
 19.590,2389.603,310.553,29.467,222974.470
 19.600,2392.710,310.848,29.491,223316.338
 19.610,2395.820,311.143,29.515,223658.601
 19.620,2398.933,311.438,29.540,224001.258
 19.630,2402.049,311.734,29.564,224344.310
 19.640,2405.168,312.030,29.589,224687.757
 19.650,2408.290,312.326,29.613,225031.599
 19.660,2411.414,312.622,29.638,225375.837
 19.670,2414.542,312.918,29.662,225720.471
 19.680,2417.673,313.215,29.687,226065.501
 19.690,2420.806,313.512,29.711,226410.929
 19.700,2423.943,313.809,29.736,226756.753
 19.710,2427.083,314.107,29.760,227102.975
 19.720,2430.225,314.405,29.785,227449.595
 19.730,2433.371,314.703,29.810,227796.612
 19.740,2436.519,315.001,29.835,228144.029
 19.750,2439.671,315.299,29.859,228491.844
 19.760,2442.825,315.598,29.884,228840.059
 19.770,2445.983,315.897,29.909,229188.673
 19.780,2449.143,316.196,29.934,229537.687
 19.790,2452.307,316.496,29.959,229887.101
 19.800,2455.473,316.795,29.984,230236.916
 19.810,2458.642,317.095,30.009,230587.132
 19.820,2461.815,317.395,30.034,230937.749
 19.830,2464.990,317.696,30.059,231288.768
 19.840,2468.169,317.997,30.084,231640.189
 19.850,2471.350,318.298,30.109,231992.013
 19.860,2474.535,318.599,30.134,232344.239
 19.870,2477.722,318.900,30.159,232696.868
 19.880,2480.913,319.202,30.184,233049.901
 19.890,2484.106,319.504,30.210,233403.337
 19.900,2487.303,319.806,30.235,233757.178
 19.910,2490.502,320.109,30.260,234111.423
 19.920,2493.705,320.411,30.285,234466.073
 19.930,2496.911,320.714,30.311,234821.128
 19.940,2500.119,321.018,30.336,235176.589
 19.950,2503.331,321.321,30.361,235532.456
 19.960,2506.546,321.625,30.387,235888.729
 19.970,2509.763,321.929,30.412,236245.409
 19.980,2512.984,322.233,30.438,236602.496
 19.990,2516.208,322.538,30.463,236959.990
 20.000,2519.435,322.842,30.489,237317.892
 20.010,2522.665,323.147,30.515,237676.203
 20.020,2525.898,323.453,30.540,238034.921
 20.030,2529.134,323.758,30.566,238394.049
 20.040,2532.373,324.064,30.592,238753.585
 20.050,2535.615,324.370,30.617,239113.531
 20.060,2538.861,324.676,30.643,239473.887
 20.070,2542.109,324.983,30.669,239834.654
 20.080,2545.360,325.290,30.695,240195.831
 20.090,2548.615,325.597,30.721,240557.419
 20.100,2551.872,325.904,30.747,240919.418
 20.110,2555.133,326.212,30.772,241281.829
 20.120,2558.396,326.520,30.798,241644.652
 20.130,2561.663,326.828,30.824,242007.888
 20.140,2564.933,327.136,30.850,242371.537
 20.150,2568.206,327.445,30.877,242735.598
 20.160,2571.482,327.754,30.903,243100.074
 20.170,2574.761,328.063,30.929,243464.963
 20.180,2578.043,328.372,30.955,243830.266
 20.190,2581.328,328.682,30.981,244195.984
 20.200,2584.617,328.992,31.007,244562.118
 20.210,2587.908,329.302,31.034,244928.666
 20.220,2591.203,329.612,31.060,245295.631
 20.230,2594.500,329.923,31.086,245663.011
 20.240,2597.801,330.234,31.113,246030.808
 20.250,2601.105,330.545,31.139,246399.022
 20.260,2604.412,330.857,31.166,246767.653
 20.270,2607.722,331.169,31.192,247136.702
 20.280,2611.036,331.481,31.219,247506.169
 20.290,2614.352,331.793,31.245,247876.054
 20.300,2617.671,332.106,31.272,248246.358
 20.310,2620.994,332.419,31.298,248617.081
 20.320,2624.320,332.732,31.325,248988.224
 20.330,2627.649,333.045,31.352,249359.786
 20.340,2630.981,333.359,31.378,249731.769
 20.350,2634.316,333.673,31.405,250104.172
 20.360,2637.654,333.987,31.432,250476.996
 20.370,2640.996,334.301,31.459,250850.242
 20.380,2644.340,334.616,31.486,251223.909
 20.390,2647.688,334.931,31.512,251597.999
 20.400,2651.039,335.246,31.539,251972.511
 20.410,2654.393,335.562,31.566,252347.446
 20.420,2657.750,335.878,31.593,252722.804
 20.430,2661.110,336.194,31.620,253098.586
 20.440,2664.474,336.510,31.648,253474.792
 20.450,2667.841,336.827,31.675,253851.422
 20.460,2671.210,337.143,31.702,254228.477
 20.470,2674.583,337.461,31.729,254605.957
 20.480,2677.960,337.778,31.756,254983.863
 20.490,2681.339,338.096,31.783,255362.194
 20.500,2684.722,338.414,31.811,255740.952
 20.510,2688.107,338.732,31.838,256120.137
 20.520,2691.496,339.050,31.865,256499.749
 20.530,2694.888,339.369,31.893,256879.788
 20.540,2698.284,339.688,31.920,257260.255
 20.550,2701.682,340.008,31.948,257641.150
 20.560,2705.084,340.327,31.975,258022.474
 20.570,2708.489,340.647,32.003,258404.227
 20.580,2711.897,340.967,32.030,258786.410
 20.590,2715.308,341.288,32.058,259169.022
 20.600,2718.722,341.609,32.086,259552.064
 20.610,2722.140,341.929,32.113,259935.537
 20.620,2725.561,342.251,32.141,260319.441
 20.630,2728.985,342.572,32.169,260703.776
 20.640,2732.412,342.894,32.197,261088.543
 20.650,2735.843,343.216,32.224,261473.742
 20.660,2739.277,343.539,32.252,261859.373
 20.670,2742.714,343.861,32.280,262245.438
 20.680,2746.154,344.184,32.308,262631.935
 20.690,2749.597,344.507,32.336,263018.867
 20.700,2753.044,344.831,32.364,263406.232
 20.710,2756.494,345.155,32.392,263794.032
 20.720,2759.947,345.479,32.420,264182.267
 20.730,2763.404,345.803,32.449,264570.937
 20.740,2766.863,346.128,32.477,264960.043
 20.750,2770.326,346.453,32.505,265349.584
 20.760,2773.792,346.778,32.533,265739.563
 20.770,2777.262,347.103,32.562,266129.978
 20.780,2780.734,347.429,32.590,266520.830
 20.790,2784.210,347.755,32.618,266912.120
 20.800,2787.690,348.081,32.647,267303.848
 20.810,2791.172,348.408,32.675,267696.015
 20.820,2794.658,348.735,32.704,268088.620
 20.830,2798.147,349.062,32.732,268481.664
 20.840,2801.639,349.390,32.761,268875.149
 20.850,2805.134,349.717,32.789,269269.073
 20.860,2808.633,350.045,32.818,269663.438
 20.870,2812.135,350.374,32.847,270058.243
 20.880,2815.641,350.702,32.875,270453.490
 20.890,2819.149,351.031,32.904,270849.179
 20.900,2822.661,351.360,32.933,271245.309
 20.910,2826.177,351.690,32.962,271641.882
 20.920,2829.695,352.020,32.991,272038.898
 20.930,2833.217,352.350,33.020,272436.357
 20.940,2836.742,352.680,33.049,272834.260
 20.950,2840.271,353.011,33.078,273232.607
 20.960,2843.802,353.342,33.107,273631.399
 20.970,2847.337,353.673,33.136,274030.635
 20.980,2850.876,354.004,33.165,274430.317
 20.990,2854.418,354.336,33.194,274830.444
 21.000,2857.963,354.668,33.223,275231.018
 21.010,2861.511,355.001,33.252,275632.038
 21.020,2865.063,355.333,33.282,276033.505
 21.030,2868.618,355.666,33.311,276435.420
 21.040,2872.176,355.999,33.340,276837.782
 21.050,2875.738,356.333,33.370,277240.593
 21.060,2879.303,356.667,33.399,277643.852
 21.070,2882.871,357.001,33.429,278047.560
 21.080,2886.443,357.335,33.458,278451.718
 21.090,2890.018,357.670,33.488,278856.326
 21.100,2893.596,358.005,33.517,279261.383
 21.110,2897.178,358.341,33.547,279666.892
 21.120,2900.763,358.676,33.577,280072.852
 21.130,2904.351,359.012,33.606,280479.263
 21.140,2907.943,359.348,33.636,280886.126
 21.150,2911.538,359.685,33.666,281293.442
 21.160,2915.137,360.022,33.696,281701.210
 21.170,2918.739,360.359,33.726,282109.432
 21.180,2922.344,360.696,33.756,282518.107
 21.190,2925.953,361.034,33.786,282927.236
 21.200,2929.565,361.372,33.816,283336.820
 21.210,2933.180,361.710,33.846,283746.859
 21.220,2936.799,362.049,33.876,284157.353
 21.230,2940.421,362.388,33.906,284568.303
 21.240,2944.047,362.727,33.936,284979.709
 21.250,2947.676,363.066,33.966,285391.572
 21.260,2951.308,363.406,33.997,285803.891
 21.270,2954.944,363.746,34.027,286216.668
 21.280,2958.583,364.087,34.057,286629.904
 21.290,2962.225,364.427,34.088,287043.597
 21.300,2965.871,364.768,34.118,287457.749
 21.310,2969.521,365.110,34.149,287872.361
 21.320,2973.174,365.451,34.179,288287.432
 21.330,2976.830,365.793,34.210,288702.963
 21.340,2980.489,366.136,34.240,289118.954
 21.350,2984.153,366.478,34.271,289535.407
 21.360,2987.819,366.821,34.302,289952.321
 21.370,2991.489,367.164,34.333,290369.696
 21.380,2995.162,367.508,34.363,290787.534
 21.390,2998.839,367.852,34.394,291205.835
 21.400,3002.519,368.196,34.425,291624.599
 21.410,3006.203,368.540,34.456,292043.826
 21.420,3009.890,368.885,34.487,292463.517
 21.430,3013.581,369.230,34.518,292883.673
 21.440,3017.275,369.575,34.549,293304.293
 21.450,3020.972,369.921,34.580,293725.379
 21.460,3024.673,370.267,34.611,294146.930
 21.470,3028.378,370.613,34.642,294568.948
 21.480,3032.085,370.960,34.674,294991.432
 21.490,3035.797,371.306,34.705,295414.384
 21.500,3039.512,371.654,34.736,295837.803
 21.510,3043.230,372.001,34.768,296261.689
 21.520,3046.952,372.349,34.799,296686.045
 21.530,3050.677,372.697,34.831,297110.869
 21.540,3054.406,373.046,34.862,297536.162
 21.550,3058.138,373.394,34.894,297961.925
 21.560,3061.873,373.743,34.925,298388.159
 21.570,3065.613,374.093,34.957,298814.863
 21.580,3069.355,374.443,34.989,299242.038
 21.590,3073.101,374.793,35.020,299669.684
 21.600,3076.851,375.143,35.052,300097.803
 21.610,3080.604,375.494,35.084,300526.394
 21.620,3084.361,375.845,35.116,300955.458
 21.630,3088.121,376.196,35.148,301384.995
 21.640,3091.885,376.548,35.180,301815.007
 21.650,3095.652,376.900,35.212,302245.492
 21.660,3099.423,377.252,35.244,302676.452
 21.670,3103.197,377.604,35.276,303107.887
 21.680,3106.975,377.957,35.308,303539.798
 21.690,3110.756,378.311,35.340,303972.185
 21.700,3114.541,378.664,35.372,304405.049
 21.710,3118.330,379.018,35.405,304838.390
 21.720,3122.122,379.372,35.437,305272.208
 21.730,3125.917,379.727,35.469,305706.504
 21.740,3129.716,380.082,35.502,306141.278
 21.750,3133.519,380.437,35.534,306576.532
 21.760,3137.325,380.792,35.567,307012.264
 21.770,3141.135,381.148,35.599,307448.477
 21.780,3144.948,381.504,35.632,307885.170
 21.790,3148.765,381.861,35.665,308322.343
 21.800,3152.585,382.218,35.697,308759.998
 21.810,3156.409,382.575,35.730,309198.134
 21.820,3160.237,382.932,35.763,309636.752
 21.830,3164.068,383.290,35.796,310075.854
 21.840,3167.902,383.648,35.829,310515.438
 21.850,3171.741,384.007,35.862,310955.505
 21.860,3175.582,384.365,35.895,311396.057
 21.870,3179.428,384.724,35.928,311837.093
 21.880,3183.277,385.084,35.961,312278.615
 21.890,3187.130,385.444,35.994,312720.621
 21.900,3190.986,385.804,36.027,313163.114
 21.910,3194.846,386.164,36.060,313606.093
 21.920,3198.709,386.525,36.094,314049.558
 21.930,3202.576,386.886,36.127,314493.512
 21.940,3206.447,387.248,36.160,314937.953
 21.950,3210.321,387.609,36.194,315382.882
 21.960,3214.199,387.971,36.227,315828.300
 21.970,3218.081,388.334,36.261,316274.208
 21.980,3221.966,388.697,36.295,316720.605
 21.990,3225.854,389.060,36.328,317167.492
 22.000,3229.747,389.423,36.362,317614.870
 22.010,3233.643,389.787,36.396,318062.740
 22.020,3237.543,390.151,36.429,318511.101
 22.030,3241.446,390.516,36.463,318959.954
 22.040,3245.353,390.880,36.497,319409.300
 22.050,3249.264,391.246,36.531,319859.139
 22.060,3253.178,391.611,36.565,320309.472
 22.070,3257.096,391.977,36.599,320760.299
 22.080,3261.017,392.343,36.633,321211.621
 22.090,3264.943,392.710,36.667,321663.437
 22.100,3268.872,393.076,36.702,322115.750
 22.110,3272.804,393.444,36.736,322568.558
 22.120,3276.740,393.811,36.770,323021.863
 22.130,3280.680,394.179,36.805,323475.666
 22.140,3284.624,394.547,36.839,323929.965
 22.150,3288.571,394.916,36.873,324384.763
 22.160,3292.522,395.285,36.908,324840.060
 22.170,3296.477,395.654,36.943,325295.856
 22.180,3300.435,396.023,36.977,325752.151
 22.190,3304.398,396.393,37.012,326208.947
 22.200,3308.363,396.764,37.047,326666.243
 22.210,3312.333,397.134,37.081,327124.040
 22.220,3316.306,397.505,37.116,327582.339
 22.230,3320.283,397.877,37.151,328041.140
 22.240,3324.264,398.248,37.186,328500.443
 22.250,3328.248,398.620,37.221,328960.250
 22.260,3332.236,398.993,37.256,329420.561
 22.270,3336.228,399.366,37.291,329881.375
 22.280,3340.223,399.739,37.326,330342.695
 22.290,3344.223,400.112,37.361,330804.519
 22.300,3348.225,400.486,37.397,331266.850
 22.310,3352.232,400.860,37.432,331729.686
 22.320,3356.243,401.234,37.467,332193.030
 22.330,3360.257,401.609,37.503,332656.880
 22.340,3364.275,401.985,37.538,333121.239
 22.350,3368.297,402.360,37.574,333586.105
 22.360,3372.322,402.736,37.609,334051.481
 22.370,3376.351,403.112,37.645,334517.366
 22.380,3380.384,403.489,37.681,334983.760
 22.390,3384.421,403.866,37.716,335450.665
 22.400,3388.462,404.243,37.752,335918.081
 22.410,3392.506,404.621,37.788,336386.009
 22.420,3396.554,404.999,37.824,336854.448
 22.430,3400.606,405.377,37.860,337323.400
 22.440,3404.662,405.756,37.896,337792.865
 22.450,3408.721,406.135,37.932,338262.844
 22.460,3412.784,406.515,37.968,338733.336
 22.470,3416.851,406.895,38.004,339204.343
 22.480,3420.922,407.275,38.041,339675.866
 22.490,3424.997,407.656,38.077,340147.904
 22.500,3429.075,408.036,38.113,340620.458
 22.510,3433.158,408.418,38.150,341093.529
 22.520,3437.244,408.799,38.186,341567.117
 22.530,3441.334,409.182,38.223,342041.224
 22.540,3445.427,409.564,38.259,342515.848
 22.550,3449.525,409.947,38.296,342990.991
 22.560,3453.626,410.330,38.333,343466.654
 22.570,3457.731,410.713,38.369,343942.837
 22.580,3461.841,411.097,38.406,344419.541
 22.590,3465.953,411.481,38.443,344896.765
 22.600,3470.070,411.866,38.480,345374.511
 22.610,3474.191,412.251,38.517,345852.780
 22.620,3478.315,412.636,38.554,346331.571
 22.630,3482.443,413.022,38.591,346810.885
 22.640,3486.576,413.408,38.628,347290.723
 22.650,3490.712,413.795,38.666,347771.086
 22.660,3494.852,414.182,38.703,348251.973
 22.670,3498.995,414.569,38.740,348733.386
 22.680,3503.143,414.956,38.778,349215.325
 22.690,3507.294,415.344,38.815,349697.790
 22.700,3511.450,415.733,38.853,350180.783
 22.710,3515.609,416.121,38.890,350664.304
 22.720,3519.772,416.511,38.928,351148.352
 22.730,3523.939,416.900,38.966,351632.930
 22.740,3528.110,417.290,39.003,352118.037
 22.750,3532.285,417.680,39.041,352603.674
 22.760,3536.464,418.071,39.079,353089.842
 22.770,3540.646,418.462,39.117,353576.540
 22.780,3544.833,418.853,39.155,354063.770
 22.790,3549.024,419.245,39.193,354551.533
 22.800,3553.218,419.637,39.231,355039.828
 22.810,3557.416,420.029,39.269,355528.657
 22.820,3561.619,420.422,39.308,356018.020
 22.830,3565.825,420.815,39.346,356507.917
 22.840,3570.035,421.209,39.384,356998.349
 22.850,3574.249,421.603,39.423,357489.317
 22.860,3578.467,421.998,39.461,357980.821
 22.870,3582.689,422.392,39.500,358472.862
 22.880,3586.915,422.788,39.538,358965.441
 22.890,3591.145,423.183,39.577,359458.557
 22.900,3595.378,423.579,39.616,359952.213
 22.910,3599.616,423.975,39.655,360446.407
 22.920,3603.858,424.372,39.693,360941.141
 22.930,3608.104,424.769,39.732,361436.415
 22.940,3612.353,425.167,39.771,361932.231
 22.950,3616.607,425.565,39.810,362428.587
 22.960,3620.865,425.963,39.849,362925.486
 22.970,3625.126,426.362,39.889,363422.928
 22.980,3629.392,426.761,39.928,363920.913
 22.990,3633.661,427.160,39.967,364419.442
 23.000,3637.935,427.560,40.007,364918.515
 23.010,3642.213,427.960,40.046,365418.134
 23.020,3646.494,428.361,40.085,365918.298
 23.030,3650.780,428.762,40.125,366419.008
 23.040,3655.070,429.164,40.165,366920.265
 23.050,3659.363,429.565,40.204,367422.070
 23.060,3663.661,429.968,40.244,367924.423
 23.070,3667.963,430.370,40.284,368427.325
 23.080,3672.268,430.773,40.324,368930.776
 23.090,3676.578,431.177,40.364,369434.777
 23.100,3680.892,431.581,40.404,369939.328
 23.110,3685.210,431.985,40.444,370444.431
 23.120,3689.531,432.390,40.484,370950.085
 23.130,3693.857,432.795,40.524,371456.292
 23.140,3698.187,433.200,40.564,371963.052
 23.150,3702.521,433.606,40.605,372470.365
 23.160,3706.859,434.012,40.645,372978.233
 23.170,3711.202,434.419,40.686,373486.655
 23.180,3715.548,434.826,40.726,373995.633
 23.190,3719.898,435.233,40.767,374505.167
 23.200,3724.253,435.641,40.808,375015.258
 23.210,3728.611,436.049,40.848,375525.906
 23.220,3732.974,436.458,40.889,376037.112
 23.230,3737.340,436.867,40.930,376548.877
 23.240,3741.711,437.277,40.971,377061.201
 23.250,3746.086,437.687,41.012,377574.085
 23.260,3750.465,438.097,41.053,378087.529
 23.270,3754.848,438.508,41.094,378601.535
 23.280,3759.235,438.919,41.135,379116.102
 23.290,3763.626,439.330,41.177,379631.232
 23.300,3768.021,439.742,41.218,380146.925
 23.310,3772.421,440.155,41.260,380663.181
 23.320,3776.824,440.568,41.301,381180.002
 23.330,3781.232,440.981,41.343,381697.388
 23.340,3785.644,441.394,41.384,382215.339
 23.350,3790.060,441.808,41.426,382733.857
 23.360,3794.480,442.223,41.468,383252.942
 23.370,3798.905,442.638,41.510,383772.595
 23.380,3803.333,443.053,41.551,384292.815
 23.390,3807.766,443.469,41.593,384813.605
 23.400,3812.202,443.885,41.636,385334.964
 23.410,3816.643,444.302,41.678,385856.893
 23.420,3821.088,444.719,41.720,386379.394
 23.430,3825.538,445.136,41.762,386902.465
 23.440,3829.991,445.554,41.804,387426.110
 23.450,3834.449,445.972,41.847,387950.326
 23.460,3838.911,446.391,41.889,388475.117
 23.470,3843.377,446.810,41.932,389000.482
 23.480,3847.847,447.229,41.975,389526.421
 23.490,3852.321,447.649,42.017,390052.936
 23.500,3856.800,448.070,42.060,390580.028
 23.510,3861.283,448.491,42.103,391107.696
 23.520,3865.770,448.912,42.146,391635.942
 23.530,3870.261,449.333,42.189,392164.766
 23.540,3874.756,449.756,42.232,392694.169
 23.550,3879.256,450.178,42.275,393224.152
 23.560,3883.760,450.601,42.318,393754.715
 23.570,3888.268,451.024,42.362,394285.859
 23.580,3892.780,451.448,42.405,394817.584
 23.590,3897.297,451.873,42.448,395349.892
 23.600,3901.818,452.297,42.492,395882.784
 23.610,3906.343,452.722,42.535,396416.258
 23.620,3910.872,453.148,42.579,396950.318
 23.630,3915.406,453.574,42.623,397484.962
 23.640,3919.944,454.000,42.667,398020.193
 23.650,3924.486,454.427,42.711,398556.010
 23.660,3929.032,454.855,42.755,399092.414
 23.670,3933.583,455.282,42.799,399629.406
 23.680,3938.138,455.711,42.843,400166.987
 23.690,3942.697,456.139,42.887,400705.157
 23.700,3947.261,456.568,42.931,401243.917
 23.710,3951.829,456.998,42.975,401783.268
 23.720,3956.401,457.428,43.020,402323.210
 23.730,3960.977,457.858,43.064,402863.745
 23.740,3965.558,458.289,43.109,403404.873
 23.750,3970.143,458.720,43.154,403946.594
 23.760,3974.732,459.152,43.198,404488.910
 23.770,3979.326,459.584,43.243,405031.821
 23.780,3983.924,460.017,43.288,405575.327
 23.790,3988.526,460.450,43.333,406119.431
 23.800,3993.133,460.884,43.378,406664.131
 23.810,3997.744,461.318,43.423,407209.430
 23.820,4002.359,461.752,43.468,407755.327
 23.830,4006.979,462.187,43.514,408301.824
 23.840,4011.603,462.622,43.559,408848.921
 23.850,4016.231,463.058,43.604,409396.618
 23.860,4020.864,463.495,43.650,409944.918
 23.870,4025.501,463.931,43.696,410493.820
 23.880,4030.143,464.368,43.741,411043.325
 23.890,4034.789,464.806,43.787,411593.435
 23.900,4039.439,465.244,43.833,412144.148
 23.910,4044.094,465.683,43.879,412695.468
 23.920,4048.753,466.122,43.925,413247.393
 23.930,4053.416,466.561,43.971,413799.926
 23.940,4058.084,467.001,44.017,414353.066
 23.950,4062.756,467.442,44.063,414906.814
 23.960,4067.433,467.882,44.110,415461.172
 23.970,4072.114,468.324,44.156,416016.140
 23.980,4076.799,468.766,44.203,416571.718
 23.990,4081.489,469.208,44.249,417127.909
 24.000,4086.183,469.651,44.296,417684.711
 24.010,4090.882,470.094,44.343,418242.126
 24.020,4095.585,470.537,44.389,418800.156
 24.030,4100.293,470.982,44.436,419358.799
 24.040,4105.005,471.426,44.483,419918.059
 24.050,4109.721,471.871,44.530,420477.934
 24.060,4114.442,472.317,44.578,421038.427
 24.070,4119.168,472.763,44.625,421599.537
 24.080,4123.897,473.209,44.672,422161.265
 24.090,4128.632,473.656,44.720,422723.613
 24.100,4133.371,474.104,44.767,423286.581
 24.110,4138.114,474.552,44.815,423850.170
 24.120,4142.862,475.000,44.862,424414.381
 24.130,4147.614,475.449,44.910,424979.214
 24.140,4152.371,475.898,44.958,425544.671
 24.150,4157.132,476.348,45.006,426110.752
 24.160,4161.898,476.798,45.054,426677.457
 24.170,4166.668,477.249,45.102,427244.788
 24.180,4171.443,477.700,45.150,427812.746
 24.190,4176.222,478.152,45.199,428381.331
 24.200,4181.006,478.604,45.247,428950.545
 24.210,4185.794,479.057,45.295,429520.387
 24.220,4190.587,479.510,45.344,430090.859
 24.230,4195.384,479.964,45.393,430661.962
 24.240,4200.186,480.418,45.441,431233.696
 24.250,4204.992,480.873,45.490,431806.062
 24.260,4209.803,481.328,45.539,432379.062
 24.270,4214.619,481.784,45.588,432952.696
 24.280,4219.439,482.240,45.637,433526.964
 24.290,4224.264,482.696,45.686,434101.868
 24.300,4229.093,483.153,45.736,434677.408
 24.310,4233.927,483.611,45.785,435253.586
 24.320,4238.765,484.069,45.834,435830.401
 24.330,4243.608,484.528,45.884,436407.856
 24.340,4248.456,484.987,45.934,436985.951
 24.350,4253.308,485.446,45.983,437564.686
 24.360,4258.165,485.906,46.033,438144.063
 24.370,4263.026,486.367,46.083,438724.082
 24.380,4267.892,486.828,46.133,439304.744
 24.390,4272.763,487.290,46.183,439886.051
 24.400,4277.638,487.752,46.233,440468.003
 24.410,4282.518,488.214,46.284,441050.600
 24.420,4287.402,488.677,46.334,441633.844
 24.430,4292.291,489.141,46.384,442217.736
 24.440,4297.185,489.605,46.435,442802.276
 24.450,4302.083,490.070,46.486,443387.466
 24.460,4306.986,490.535,46.536,443973.305
 24.470,4311.894,491.000,46.587,444559.796
 24.480,4316.806,491.467,46.638,445146.939
 24.490,4321.723,491.933,46.689,445734.735
 24.500,4326.645,492.400,46.740,446323.185
 24.510,4331.571,492.868,46.791,446912.289
 24.520,4336.502,493.336,46.843,447502.049
 24.530,4341.438,493.805,46.894,448092.465
 24.540,4346.379,494.274,46.946,448683.539
 24.550,4351.324,494.744,46.997,449275.271
 24.560,4356.273,495.214,47.049,449867.662
 24.570,4361.228,495.685,47.101,450460.713
 24.580,4366.187,496.156,47.153,451054.426
 24.590,4371.151,496.628,47.205,451648.800
 24.600,4376.120,497.100,47.257,452243.837
 24.610,4381.093,497.573,47.309,452839.538
 24.620,4386.071,498.046,47.361,453435.903
 24.630,4391.054,498.520,47.414,454032.935
 24.640,4396.042,498.995,47.466,454630.632
 24.650,4401.034,499.469,47.519,455228.998
 24.660,4406.031,499.945,47.572,455828.031
 24.670,4411.033,500.421,47.624,456427.734
 24.680,4416.039,500.897,47.677,457028.108
 24.690,4421.051,501.374,47.730,457629.153
 24.700,4426.067,501.852,47.783,458230.869
 24.710,4431.088,502.330,47.837,458833.259
 24.720,4436.113,502.809,47.890,459436.324
 24.730,4441.144,503.288,47.943,460040.063
 24.740,4446.179,503.768,47.997,460644.478
 24.750,4451.219,504.248,48.050,461249.571
 24.760,4456.264,504.729,48.104,461855.341
 24.770,4461.314,505.210,48.158,462461.790
 24.780,4466.368,505.692,48.212,463068.919
 24.790,4471.428,506.174,48.266,463676.729
 24.800,4476.492,506.657,48.320,464285.221
 24.810,4481.561,507.141,48.374,464894.396
 24.820,4486.635,507.625,48.428,465504.255
 24.830,4491.713,508.109,48.483,466114.798
 24.840,4496.797,508.594,48.537,466726.027
 24.850,4501.885,509.080,48.592,467337.943
 24.860,4506.978,509.566,48.647,467950.547
 24.870,4512.077,510.053,48.702,468563.840
 24.880,4517.180,510.540,48.757,469177.823
 24.890,4522.287,511.028,48.812,469792.496
 24.900,4527.400,511.516,48.867,470407.861
 24.910,4532.518,512.005,48.922,471023.920
 24.920,4537.640,512.495,48.978,471640.672
 24.930,4542.768,512.985,49.033,472258.119
 24.940,4547.900,513.475,49.089,472876.261
 24.950,4553.037,513.967,49.145,473495.101
 24.960,4558.179,514.458,49.200,474114.639
 24.970,4563.326,514.951,49.256,474734.876
 24.980,4568.478,515.443,49.312,475355.813
 24.990,4573.635,515.937,49.369,475977.451
 25.000,4578.797,516.431,49.425,476599.792
 25.010,4583.964,516.925,49.481,477222.835
 25.020,4589.135,517.420,49.538,477846.583
 25.030,4594.312,517.916,49.594,478471.036
 25.040,4599.494,518.412,49.651,479096.195
 25.050,4604.680,518.909,49.708,479722.062
 25.060,4609.872,519.407,49.765,480348.638
 25.070,4615.069,519.904,49.822,480975.923
 25.080,4620.270,520.403,49.879,481603.918
 25.090,4625.477,520.902,49.936,482232.626
 25.100,4630.688,521.402,49.994,482862.046
 25.110,4635.905,521.902,50.051,483492.180
 25.120,4641.126,522.403,50.109,484123.030
 25.130,4646.353,522.904,50.167,484754.595
 25.140,4651.584,523.406,50.225,485386.877
 25.150,4656.821,523.909,50.283,486019.878
 25.160,4662.062,524.412,50.341,486653.598
 25.170,4667.309,524.915,50.399,487288.039
 25.180,4672.561,525.420,50.457,487923.201
 25.190,4677.817,525.925,50.516,488559.086
 25.200,4683.079,526.430,50.574,489195.695
 25.210,4688.346,526.936,50.633,489833.029
 25.220,4693.618,527.443,50.692,490471.089
 25.230,4698.895,527.950,50.751,491109.876
 25.240,4704.177,528.458,50.810,491749.392
 25.250,4709.464,528.966,50.869,492389.637
 25.260,4714.756,529.475,50.928,493030.613
 25.270,4720.054,529.985,50.988,493672.321
 25.280,4725.356,530.495,51.047,494314.761
 25.290,4730.663,531.006,51.107,494957.936
 25.300,4735.976,531.517,51.167,495601.846
 25.310,4741.294,532.029,51.227,496246.492
 25.320,4746.617,532.541,51.287,496891.876
 25.330,4751.945,533.055,51.347,497537.999
 25.340,4757.278,533.568,51.407,498184.862
 25.350,4762.616,534.083,51.467,498832.466
 25.360,4767.959,534.598,51.528,499480.812
 25.370,4773.308,535.113,51.588,500129.902
 25.380,4778.662,535.630,51.649,500779.736
 25.390,4784.021,536.146,51.710,501430.316
 25.400,4789.385,536.664,51.771,502081.644
 25.410,4794.754,537.182,51.832,502733.720
 25.420,4800.128,537.700,51.893,503386.545
 25.430,4805.508,538.220,51.955,504040.121
 25.440,4810.893,538.739,52.016,504694.449
 25.450,4816.283,539.260,52.078,505349.530
 25.460,4821.678,539.781,52.140,506005.365
 25.470,4827.078,540.303,52.202,506661.956
 25.480,4832.484,540.825,52.264,507319.304
 25.490,4837.895,541.348,52.326,507977.411
 25.500,4843.311,541.872,52.388,508636.276
 25.510,4848.732,542.396,52.451,509295.902
 25.520,4854.159,542.921,52.513,509956.290
 25.530,4859.591,543.446,52.576,510617.441
 25.540,4865.028,543.972,52.639,511279.356
 25.550,4870.470,544.499,52.702,511942.038
 25.560,4875.918,545.026,52.765,512605.486
 25.570,4881.371,545.554,52.828,513269.702
 25.580,4886.829,546.083,52.891,513934.687
 25.590,4892.292,546.612,52.955,514600.444
