time s,mass kg,height m,velocity m/s,mach,acceleration m/s^2,aerodrag N,numOfStages
8783.000,5000.000,42622842.101,3409.274,9.940,-0.166,0.000,1
8784.000,5000.000,42626251.293,3409.108,9.939,-0.166,0.000,1
8785.000,5000.000,42629660.318,3408.943,9.939,-0.166,0.000,1
8786.000,5000.000,42633069.178,3408.777,9.938,-0.166,0.000,1
8787.000,5000.000,42636477.871,3408.611,9.938,-0.166,0.000,1
8788.000,5000.000,42639886.399,3408.445,9.937,-0.166,0.000,1
8789.000,5000.000,42643294.762,3408.279,9.937,-0.166,0.000,1
8790.000,5000.000,42646702.958,3408.114,9.936,-0.166,0.000,1
8791.000,5000.000,42650110.989,3407.948,9.936,-0.166,0.000,1
8792.000,5000.000,42653518.854,3407.782,9.935,-0.166,0.000,1
8793.000,5000.000,42656926.553,3407.617,9.935,-0.166,0.000,1
8794.000,5000.000,42660334.087,3407.451,9.934,-0.166,0.000,1
8795.000,5000.000,42663741.455,3407.285,9.934,-0.166,0.000,1
8796.000,5000.000,42667148.658,3407.120,9.933,-0.166,0.000,1
8797.000,5000.000,42670555.695,3406.954,9.933,-0.166,0.000,1
8798.000,5000.000,42673962.566,3406.789,9.932,-0.166,0.000,1
8799.000,5000.000,42677369.272,3406.623,9.932,-0.166,0.000,1
8800.000,5000.000,42680775.812,3406.458,9.931,-0.165,0.000,1
8801.000,5000.000,42684182.187,3406.292,9.931,-0.165,0.000,1
8802.000,5000.000,42687588.396,3406.127,9.930,-0.165,0.000,1
8803.000,5000.000,42690994.440,3405.961,9.930,-0.165,0.000,1
8804.000,5000.000,42694400.319,3405.796,9.929,-0.165,0.000,1
8805.000,5000.000,42697806.032,3405.630,9.929,-0.165,0.000,1
8806.000,5000.000,42701211.580,3405.465,9.928,-0.165,0.000,1
8807.000,5000.000,42704616.962,3405.300,9.928,-0.165,0.000,1
8808.000,5000.000,42708022.179,3405.134,9.928,-0.165,0.000,1
8809.000,5000.000,42711427.231,3404.969,9.927,-0.165,0.000,1
8810.000,5000.000,42714832.117,3404.804,9.927,-0.165,0.000,1
8811.000,5000.000,42718236.838,3404.639,9.926,-0.165,0.000,1
8812.000,5000.000,42721641.394,3404.473,9.926,-0.165,0.000,1
8813.000,5000.000,42725045.785,3404.308,9.925,-0.165,0.000,1
8814.000,5000.000,42728450.011,3404.143,9.925,-0.165,0.000,1
8815.000,5000.000,42731854.071,3403.978,9.924,-0.165,0.000,1
8816.000,5000.000,42735257.966,3403.813,9.924,-0.165,0.000,1
8817.000,5000.000,42738661.696,3403.648,9.923,-0.165,0.000,1
8818.000,5000.000,42742065.261,3403.482,9.923,-0.165,0.000,1
8819.000,5000.000,42745468.661,3403.317,9.922,-0.165,0.000,1
8820.000,5000.000,42748871.896,3403.152,9.922,-0.165,0.000,1
8821.000,5000.000,42752274.966,3402.987,9.921,-0.165,0.000,1
8822.000,5000.000,42755677.871,3402.822,9.921,-0.165,0.000,1
8823.000,5000.000,42759080.610,3402.657,9.920,-0.165,0.000,1
8824.000,5000.000,42762483.185,3402.492,9.920,-0.165,0.000,1
8825.000,5000.000,42765885.595,3402.327,9.919,-0.165,0.000,1
8826.000,5000.000,42769287.840,3402.163,9.919,-0.165,0.000,1
8827.000,5000.000,42772689.920,3401.998,9.918,-0.165,0.000,1
8828.000,5000.000,42776091.836,3401.833,9.918,-0.165,0.000,1
8829.000,5000.000,42779493.586,3401.668,9.917,-0.165,0.000,1
8830.000,5000.000,42782895.171,3401.503,9.917,-0.165,0.000,1
8831.000,5000.000,42786296.592,3401.338,9.916,-0.165,0.000,1
8832.000,5000.000,42789697.848,3401.174,9.916,-0.165,0.000,1
8833.000,5000.000,42793098.939,3401.009,9.915,-0.165,0.000,1
8834.000,5000.000,42796499.866,3400.844,9.915,-0.165,0.000,1
8835.000,5000.000,42799900.628,3400.679,9.915,-0.165,0.000,1
8836.000,5000.000,42803301.225,3400.515,9.914,-0.165,0.000,1
8837.000,5000.000,42806701.657,3400.350,9.914,-0.165,0.000,1
8838.000,5000.000,42810101.925,3400.185,9.913,-0.165,0.000,1
8839.000,5000.000,42813502.028,3400.021,9.913,-0.165,0.000,1
8840.000,5000.000,42816901.967,3399.856,9.912,-0.165,0.000,1
8841.000,5000.000,42820301.741,3399.692,9.912,-0.165,0.000,1
8842.000,5000.000,42823701.350,3399.527,9.911,-0.165,0.000,1
8843.000,5000.000,42827100.795,3399.363,9.911,-0.165,0.000,1
8844.000,5000.000,42830500.075,3399.198,9.910,-0.164,0.000,1
8845.000,5000.000,42833899.191,3399.034,9.910,-0.164,0.000,1
8846.000,5000.000,42837298.142,3398.869,9.909,-0.164,0.000,1
8847.000,5000.000,42840696.929,3398.705,9.909,-0.164,0.000,1
8848.000,5000.000,42844095.552,3398.540,9.908,-0.164,0.000,1
8849.000,5000.000,42847494.010,3398.376,9.908,-0.164,0.000,1
8850.000,5000.000,42850892.304,3398.212,9.907,-0.164,0.000,1
8851.000,5000.000,42854290.433,3398.047,9.907,-0.164,0.000,1
8852.000,5000.000,42857688.399,3397.883,9.906,-0.164,0.000,1
8853.000,5000.000,42861086.199,3397.719,9.906,-0.164,0.000,1
8854.000,5000.000,42864483.836,3397.554,9.905,-0.164,0.000,1
8855.000,5000.000,42867881.308,3397.390,9.905,-0.164,0.000,1
8856.000,5000.000,42871278.616,3397.226,9.904,-0.164,0.000,1
8857.000,5000.000,42874675.760,3397.062,9.904,-0.164,0.000,1
8858.000,5000.000,42878072.740,3396.898,9.903,-0.164,0.000,1
8859.000,5000.000,42881469.555,3396.733,9.903,-0.164,0.000,1
8860.000,5000.000,42884866.207,3396.569,9.903,-0.164,0.000,1
8861.000,5000.000,42888262.694,3396.405,9.902,-0.164,0.000,1
8862.000,5000.000,42891659.017,3396.241,9.902,-0.164,0.000,1
8863.000,5000.000,42895055.176,3396.077,9.901,-0.164,0.000,1
8864.000,5000.000,42898451.171,3395.913,9.901,-0.164,0.000,1
8865.000,5000.000,42901847.002,3395.749,9.900,-0.164,0.000,1
8866.000,5000.000,42905242.669,3395.585,9.900,-0.164,0.000,1
8867.000,5000.000,42908638.172,3395.421,9.899,-0.164,0.000,1
8868.000,5000.000,42912033.511,3395.257,9.899,-0.164,0.000,1
8869.000,5000.000,42915428.686,3395.093,9.898,-0.164,0.000,1
8870.000,5000.000,42918823.697,3394.929,9.898,-0.164,0.000,1
8871.000,5000.000,42922218.544,3394.765,9.897,-0.164,0.000,1
8872.000,5000.000,42925613.227,3394.601,9.897,-0.164,0.000,1
8873.000,5000.000,42929007.747,3394.438,9.896,-0.164,0.000,1
8874.000,5000.000,42932402.103,3394.274,9.896,-0.164,0.000,1
8875.000,5000.000,42935796.294,3394.110,9.895,-0.164,0.000,1
8876.000,5000.000,42939190.322,3393.946,9.895,-0.164,0.000,1
8877.000,5000.000,42942584.187,3393.782,9.894,-0.164,0.000,1
8878.000,5000.000,42945977.887,3393.619,9.894,-0.164,0.000,1
8879.000,5000.000,42949371.424,3393.455,9.893,-0.164,0.000,1
8880.000,5000.000,42952764.797,3393.291,9.893,-0.164,0.000,1
8881.000,5000.000,42956158.007,3393.128,9.893,-0.164,0.000,1
8882.000,5000.000,42959551.053,3392.964,9.892,-0.164,0.000,1
8883.000,5000.000,42962943.935,3392.800,9.892,-0.164,0.000,1
8884.000,5000.000,42966336.654,3392.637,9.891,-0.164,0.000,1
8885.000,5000.000,42969729.209,3392.473,9.891,-0.164,0.000,1
8886.000,5000.000,42973121.600,3392.310,9.890,-0.164,0.000,1
8887.000,5000.000,42976513.828,3392.146,9.890,-0.164,0.000,1
8888.000,5000.000,42979905.893,3391.983,9.889,-0.163,0.000,1
8889.000,5000.000,42983297.793,3391.819,9.889,-0.163,0.000,1
8890.000,5000.000,42986689.531,3391.656,9.888,-0.163,0.000,1
8891.000,5000.000,42990081.105,3391.492,9.888,-0.163,0.000,1
8892.000,5000.000,42993472.516,3391.329,9.887,-0.163,0.000,1
8893.000,5000.000,42996863.763,3391.166,9.887,-0.163,0.000,1
8894.000,5000.000,43000254.847,3391.002,9.886,-0.163,0.000,1
8895.000,5000.000,43003645.767,3390.839,9.886,-0.163,0.000,1
8896.000,5000.000,43007036.524,3390.675,9.885,-0.163,0.000,1
8897.000,5000.000,43010427.118,3390.512,9.885,-0.163,0.000,1
8898.000,5000.000,43013817.549,3390.349,9.884,-0.163,0.000,1
8899.000,5000.000,43017207.816,3390.186,9.884,-0.163,0.000,1
8900.000,5000.000,43020597.920,3390.022,9.883,-0.163,0.000,1
8901.000,5000.000,43023987.861,3389.859,9.883,-0.163,0.000,1
8902.000,5000.000,43027377.638,3389.696,9.882,-0.163,0.000,1
8903.000,5000.000,43030767.253,3389.533,9.882,-0.163,0.000,1
8904.000,5000.000,43034156.704,3389.370,9.882,-0.163,0.000,1
8905.000,5000.000,43037545.992,3389.207,9.881,-0.163,0.000,1
8906.000,5000.000,43040935.117,3389.043,9.881,-0.163,0.000,1
8907.000,5000.000,43044324.079,3388.880,9.880,-0.163,0.000,1
8908.000,5000.000,43047712.878,3388.717,9.880,-0.163,0.000,1
8909.000,5000.000,43051101.514,3388.554,9.879,-0.163,0.000,1
8910.000,5000.000,43054489.987,3388.391,9.879,-0.163,0.000,1
8911.000,5000.000,43057878.296,3388.228,9.878,-0.163,0.000,1
8912.000,5000.000,43061266.443,3388.065,9.878,-0.163,0.000,1
8913.000,5000.000,43064654.427,3387.902,9.877,-0.163,0.000,1
8914.000,5000.000,43068042.248,3387.739,9.877,-0.163,0.000,1
8915.000,5000.000,43071429.906,3387.577,9.876,-0.163,0.000,1
8916.000,5000.000,43074817.401,3387.414,9.876,-0.163,0.000,1
8917.000,5000.000,43078204.734,3387.251,9.875,-0.163,0.000,1
8918.000,5000.000,43081591.903,3387.088,9.875,-0.163,0.000,1
8919.000,5000.000,43084978.910,3386.925,9.874,-0.163,0.000,1
8920.000,5000.000,43088365.753,3386.762,9.874,-0.163,0.000,1
8921.000,5000.000,43091752.434,3386.600,9.873,-0.163,0.000,1
8922.000,5000.000,43095138.953,3386.437,9.873,-0.163,0.000,1
8923.000,5000.000,43098525.308,3386.274,9.873,-0.163,0.000,1
8924.000,5000.000,43101911.501,3386.112,9.872,-0.163,0.000,1
8925.000,5000.000,43105297.531,3385.949,9.872,-0.163,0.000,1
8926.000,5000.000,43108683.399,3385.786,9.871,-0.163,0.000,1
8927.000,5000.000,43112069.104,3385.624,9.871,-0.163,0.000,1
8928.000,5000.000,43115454.646,3385.461,9.870,-0.163,0.000,1
8929.000,5000.000,43118840.026,3385.298,9.870,-0.163,0.000,1
8930.000,5000.000,43122225.243,3385.136,9.869,-0.163,0.000,1
8931.000,5000.000,43125610.297,3384.973,9.869,-0.163,0.000,1
8932.000,5000.000,43128995.189,3384.811,9.868,-0.163,0.000,1
8933.000,5000.000,43132379.919,3384.648,9.868,-0.162,0.000,1
8934.000,5000.000,43135764.486,3384.486,9.867,-0.162,0.000,1
8935.000,5000.000,43139148.890,3384.323,9.867,-0.162,0.000,1
8936.000,5000.000,43142533.133,3384.161,9.866,-0.162,0.000,1
8937.000,5000.000,43145917.212,3383.998,9.866,-0.162,0.000,1
8938.000,5000.000,43149301.130,3383.836,9.865,-0.162,0.000,1
8939.000,5000.000,43152684.884,3383.674,9.865,-0.162,0.000,1
8940.000,5000.000,43156068.477,3383.511,9.864,-0.162,0.000,1
8941.000,5000.000,43159451.907,3383.349,9.864,-0.162,0.000,1
8942.000,5000.000,43162835.175,3383.187,9.864,-0.162,0.000,1
8943.000,5000.000,43166218.281,3383.025,9.863,-0.162,0.000,1
8944.000,5000.000,43169601.224,3382.862,9.863,-0.162,0.000,1
8945.000,5000.000,43172984.005,3382.700,9.862,-0.162,0.000,1
8946.000,5000.000,43176366.624,3382.538,9.862,-0.162,0.000,1
8947.000,5000.000,43179749.081,3382.376,9.861,-0.162,0.000,1
8948.000,5000.000,43183131.376,3382.213,9.861,-0.162,0.000,1
8949.000,5000.000,43186513.508,3382.051,9.860,-0.162,0.000,1
8950.000,5000.000,43189895.478,3381.889,9.860,-0.162,0.000,1
8951.000,5000.000,43193277.286,3381.727,9.859,-0.162,0.000,1
8952.000,5000.000,43196658.932,3381.565,9.859,-0.162,0.000,1
8953.000,5000.000,43200040.416,3381.403,9.858,-0.162,0.000,1
8954.000,5000.000,43203421.738,3381.241,9.858,-0.162,0.000,1
8955.000,5000.000,43206802.898,3381.079,9.857,-0.162,0.000,1
8956.000,5000.000,43210183.896,3380.917,9.857,-0.162,0.000,1
8957.000,5000.000,43213564.732,3380.755,9.856,-0.162,0.000,1
8958.000,5000.000,43216945.406,3380.593,9.856,-0.162,0.000,1
8959.000,5000.000,43220325.918,3380.431,9.855,-0.162,0.000,1
8960.000,5000.000,43223706.269,3380.269,9.855,-0.162,0.000,1
8961.000,5000.000,43227086.457,3380.107,9.855,-0.162,0.000,1
8962.000,5000.000,43230466.483,3379.945,9.854,-0.162,0.000,1
8963.000,5000.000,43233846.348,3379.784,9.854,-0.162,0.000,1
8964.000,5000.000,43237226.051,3379.622,9.853,-0.162,0.000,1
8965.000,5000.000,43240605.592,3379.460,9.853,-0.162,0.000,1
8966.000,5000.000,43243984.971,3379.298,9.852,-0.162,0.000,1
8967.000,5000.000,43247364.188,3379.137,9.852,-0.162,0.000,1
8968.000,5000.000,43250743.244,3378.975,9.851,-0.162,0.000,1
8969.000,5000.000,43254122.138,3378.813,9.851,-0.162,0.000,1
8970.000,5000.000,43257500.870,3378.651,9.850,-0.162,0.000,1
8971.000,5000.000,43260879.441,3378.490,9.850,-0.162,0.000,1
8972.000,5000.000,43264257.850,3378.328,9.849,-0.162,0.000,1
8973.000,5000.000,43267636.097,3378.167,9.849,-0.162,0.000,1
8974.000,5000.000,43271014.183,3378.005,9.848,-0.162,0.000,1
8975.000,5000.000,43274392.107,3377.843,9.848,-0.162,0.000,1
8976.000,5000.000,43277769.870,3377.682,9.847,-0.162,0.000,1
8977.000,5000.000,43281147.471,3377.520,9.847,-0.162,0.000,1
8978.000,5000.000,43284524.910,3377.359,9.847,-0.161,0.000,1
8979.000,5000.000,43287902.188,3377.197,9.846,-0.161,0.000,1
8980.000,5000.000,43291279.305,3377.036,9.846,-0.161,0.000,1
8981.000,5000.000,43294656.260,3376.874,9.845,-0.161,0.000,1
8982.000,5000.000,43298033.054,3376.713,9.845,-0.161,0.000,1
8983.000,5000.000,43301409.686,3376.552,9.844,-0.161,0.000,1
8984.000,5000.000,43304786.157,3376.390,9.844,-0.161,0.000,1
8985.000,5000.000,43308162.467,3376.229,9.843,-0.161,0.000,1
8986.000,5000.000,43311538.615,3376.068,9.843,-0.161,0.000,1
8987.000,5000.000,43314914.602,3375.906,9.842,-0.161,0.000,1
8988.000,5000.000,43318290.428,3375.745,9.842,-0.161,0.000,1
8989.000,5000.000,43321666.092,3375.584,9.841,-0.161,0.000,1
8990.000,5000.000,43325041.595,3375.423,9.841,-0.161,0.000,1
8991.000,5000.000,43328416.937,3375.261,9.840,-0.161,0.000,1
8992.000,5000.000,43331792.118,3375.100,9.840,-0.161,0.000,1
8993.000,5000.000,43335167.137,3374.939,9.839,-0.161,0.000,1
8994.000,5000.000,43338541.996,3374.778,9.839,-0.161,0.000,1
8995.000,5000.000,43341916.693,3374.617,9.839,-0.161,0.000,1
8996.000,5000.000,43345291.229,3374.456,9.838,-0.161,0.000,1
8997.000,5000.000,43348665.604,3374.294,9.838,-0.161,0.000,1
8998.000,5000.000,43352039.818,3374.133,9.837,-0.161,0.000,1
8999.000,5000.000,43355413.871,3373.972,9.837,-0.161,0.000,1
9000.000,5000.000,43358787.762,3373.811,9.836,-0.161,0.000,1
9001.000,5000.000,43362161.493,3373.650,9.836,-0.161,0.000,1
9002.000,5000.000,43365535.063,3373.489,9.835,-0.161,0.000,1
9003.000,5000.000,43368908.472,3373.328,9.835,-0.161,0.000,1
9004.000,5000.000,43372281.720,3373.167,9.834,-0.161,0.000,1
9005.000,5000.000,43375654.807,3373.007,9.834,-0.161,0.000,1
9006.000,5000.000,43379027.733,3372.846,9.833,-0.161,0.000,1
9007.000,5000.000,43382400.498,3372.685,9.833,-0.161,0.000,1
9008.000,5000.000,43385773.102,3372.524,9.832,-0.161,0.000,1
9009.000,5000.000,43389145.546,3372.363,9.832,-0.161,0.000,1
9010.000,5000.000,43392517.829,3372.202,9.831,-0.161,0.000,1
9011.000,5000.000,43395889.951,3372.042,9.831,-0.161,0.000,1
9012.000,5000.000,43399261.912,3371.881,9.831,-0.161,0.000,1
9013.000,5000.000,43402633.712,3371.720,9.830,-0.161,0.000,1
9014.000,5000.000,43406005.352,3371.559,9.830,-0.161,0.000,1
9015.000,5000.000,43409376.831,3371.399,9.829,-0.161,0.000,1
9016.000,5000.000,43412748.149,3371.238,9.829,-0.161,0.000,1
9017.000,5000.000,43416119.307,3371.077,9.828,-0.161,0.000,1
9018.000,5000.000,43419490.304,3370.917,9.828,-0.161,0.000,1
9019.000,5000.000,43422861.140,3370.756,9.827,-0.161,0.000,1
9020.000,5000.000,43426231.816,3370.595,9.827,-0.161,0.000,1
9021.000,5000.000,43429602.331,3370.435,9.826,-0.161,0.000,1
9022.000,5000.000,43432972.686,3370.274,9.826,-0.161,0.000,1
9023.000,5000.000,43436342.880,3370.114,9.825,-0.161,0.000,1
9024.000,5000.000,43439712.914,3369.953,9.825,-0.160,0.000,1
9025.000,5000.000,43443082.787,3369.793,9.824,-0.160,0.000,1
9026.000,5000.000,43446452.499,3369.632,9.824,-0.160,0.000,1
9027.000,5000.000,43449822.052,3369.472,9.824,-0.160,0.000,1
9028.000,5000.000,43453191.443,3369.312,9.823,-0.160,0.000,1
9029.000,5000.000,43456560.675,3369.151,9.823,-0.160,0.000,1
9030.000,5000.000,43459929.746,3368.991,9.822,-0.160,0.000,1
9031.000,5000.000,43463298.657,3368.830,9.822,-0.160,0.000,1
9032.000,5000.000,43466667.407,3368.670,9.821,-0.160,0.000,1
9033.000,5000.000,43470035.997,3368.510,9.821,-0.160,0.000,1
9034.000,5000.000,43473404.427,3368.350,9.820,-0.160,0.000,1
9035.000,5000.000,43476772.696,3368.189,9.820,-0.160,0.000,1
9036.000,5000.000,43480140.805,3368.029,9.819,-0.160,0.000,1
9037.000,5000.000,43483508.754,3367.869,9.819,-0.160,0.000,1
9038.000,5000.000,43486876.543,3367.709,9.818,-0.160,0.000,1
9039.000,5000.000,43490244.172,3367.549,9.818,-0.160,0.000,1
9040.000,5000.000,43493611.640,3367.388,9.817,-0.160,0.000,1
9041.000,5000.000,43496978.948,3367.228,9.817,-0.160,0.000,1
9042.000,5000.000,43500346.097,3367.068,9.817,-0.160,0.000,1
9043.000,5000.000,43503713.085,3366.908,9.816,-0.160,0.000,1
9044.000,5000.000,43507079.913,3366.748,9.816,-0.160,0.000,1
9045.000,5000.000,43510446.581,3366.588,9.815,-0.160,0.000,1
9046.000,5000.000,43513813.089,3366.428,9.815,-0.160,0.000,1
9047.000,5000.000,43517179.436,3366.268,9.814,-0.160,0.000,1
9048.000,5000.000,43520545.624,3366.108,9.814,-0.160,0.000,1
9049.000,5000.000,43523911.652,3365.948,9.813,-0.160,0.000,1
9050.000,5000.000,43527277.520,3365.788,9.813,-0.160,0.000,1
9051.000,5000.000,43530643.228,3365.628,9.812,-0.160,0.000,1
9052.000,5000.000,43534008.777,3365.468,9.812,-0.160,0.000,1
9053.000,5000.000,43537374.165,3365.308,9.811,-0.160,0.000,1
9054.000,5000.000,43540739.393,3365.149,9.811,-0.160,0.000,1
9055.000,5000.000,43544104.462,3364.989,9.810,-0.160,0.000,1
9056.000,5000.000,43547469.371,3364.829,9.810,-0.160,0.000,1
9057.000,5000.000,43550834.120,3364.669,9.810,-0.160,0.000,1
9058.000,5000.000,43554198.709,3364.509,9.809,-0.160,0.000,1
9059.000,5000.000,43557563.138,3364.350,9.809,-0.160,0.000,1
9060.000,5000.000,43560927.408,3364.190,9.808,-0.160,0.000,1
9061.000,5000.000,43564291.518,3364.030,9.808,-0.160,0.000,1
9062.000,5000.000,43567655.469,3363.871,9.807,-0.160,0.000,1
9063.000,5000.000,43571019.259,3363.711,9.807,-0.160,0.000,1
9064.000,5000.000,43574382.890,3363.551,9.806,-0.160,0.000,1
9065.000,5000.000,43577746.362,3363.392,9.806,-0.160,0.000,1
9066.000,5000.000,43581109.674,3363.232,9.805,-0.160,0.000,1
9067.000,5000.000,43584472.826,3363.072,9.805,-0.160,0.000,1
9068.000,5000.000,43587835.819,3362.913,9.804,-0.160,0.000,1
9069.000,5000.000,43591198.652,3362.753,9.804,-0.160,0.000,1
9070.000,5000.000,43594561.325,3362.594,9.803,-0.159,0.000,1
9071.000,5000.000,43597923.839,3362.434,9.803,-0.159,0.000,1
9072.000,5000.000,43601286.194,3362.275,9.803,-0.159,0.000,1
9073.000,5000.000,43604648.389,3362.115,9.802,-0.159,0.000,1
9074.000,5000.000,43608010.425,3361.956,9.802,-0.159,0.000,1
9075.000,5000.000,43611372.301,3361.797,9.801,-0.159,0.000,1
9076.000,5000.000,43614734.018,3361.637,9.801,-0.159,0.000,1
9077.000,5000.000,43618095.576,3361.478,9.800,-0.159,0.000,1
9078.000,5000.000,43621456.974,3361.319,9.800,-0.159,0.000,1
9079.000,5000.000,43624818.213,3361.159,9.799,-0.159,0.000,1
9080.000,5000.000,43628179.293,3361.000,9.799,-0.159,0.000,1
9081.000,5000.000,43631540.213,3360.841,9.798,-0.159,0.000,1
9082.000,5000.000,43634900.974,3360.682,9.798,-0.159,0.000,1
9083.000,5000.000,43638261.576,3360.522,9.797,-0.159,0.000,1
9084.000,5000.000,43641622.019,3360.363,9.797,-0.159,0.000,1
9085.000,5000.000,43644982.303,3360.204,9.797,-0.159,0.000,1
9086.000,5000.000,43648342.427,3360.045,9.796,-0.159,0.000,1
9087.000,5000.000,43651702.392,3359.886,9.796,-0.159,0.000,1
9088.000,5000.000,43655062.198,3359.726,9.795,-0.159,0.000,1
9089.000,5000.000,43658421.845,3359.567,9.795,-0.159,0.000,1
9090.000,5000.000,43661781.333,3359.408,9.794,-0.159,0.000,1
9091.000,5000.000,43665140.662,3359.249,9.794,-0.159,0.000,1
9092.000,5000.000,43668499.831,3359.090,9.793,-0.159,0.000,1
9093.000,5000.000,43671858.842,3358.931,9.793,-0.159,0.000,1
9094.000,5000.000,43675217.694,3358.772,9.792,-0.159,0.000,1
9095.000,5000.000,43678576.386,3358.613,9.792,-0.159,0.000,1
9096.000,5000.000,43681934.920,3358.454,9.791,-0.159,0.000,1
9097.000,5000.000,43685293.295,3358.295,9.791,-0.159,0.000,1
9098.000,5000.000,43688651.511,3358.136,9.790,-0.159,0.000,1
9099.000,5000.000,43692009.568,3357.978,9.790,-0.159,0.000,1
9100.000,5000.000,43695367.466,3357.819,9.790,-0.159,0.000,1
9101.000,5000.000,43698725.205,3357.660,9.789,-0.159,0.000,1
9102.000,5000.000,43702082.786,3357.501,9.789,-0.159,0.000,1
9103.000,5000.000,43705440.207,3357.342,9.788,-0.159,0.000,1
9104.000,5000.000,43708797.470,3357.183,9.788,-0.159,0.000,1
9105.000,5000.000,43712154.574,3357.025,9.787,-0.159,0.000,1
9106.000,5000.000,43715511.520,3356.866,9.787,-0.159,0.000,1
9107.000,5000.000,43718868.306,3356.707,9.786,-0.159,0.000,1
9108.000,5000.000,43722224.934,3356.549,9.786,-0.159,0.000,1
9109.000,5000.000,43725581.404,3356.390,9.785,-0.159,0.000,1
9110.000,5000.000,43728937.714,3356.231,9.785,-0.159,0.000,1
9111.000,5000.000,43732293.866,3356.073,9.784,-0.159,0.000,1
9112.000,5000.000,43735649.859,3355.914,9.784,-0.159,0.000,1
9113.000,5000.000,43739005.694,3355.755,9.784,-0.159,0.000,1
9114.000,5000.000,43742361.370,3355.597,9.783,-0.159,0.000,1
9115.000,5000.000,43745716.888,3355.438,9.783,-0.159,0.000,1
9116.000,5000.000,43749072.247,3355.280,9.782,-0.159,0.000,1
9117.000,5000.000,43752427.448,3355.121,9.782,-0.158,0.000,1
9118.000,5000.000,43755782.490,3354.963,9.781,-0.158,0.000,1
9119.000,5000.000,43759137.373,3354.804,9.781,-0.158,0.000,1
9120.000,5000.000,43762492.098,3354.646,9.780,-0.158,0.000,1
9121.000,5000.000,43765846.665,3354.488,9.780,-0.158,0.000,1
9122.000,5000.000,43769201.073,3354.329,9.779,-0.158,0.000,1
9123.000,5000.000,43772555.323,3354.171,9.779,-0.158,0.000,1
9124.000,5000.000,43775909.415,3354.012,9.778,-0.158,0.000,1
9125.000,5000.000,43779263.348,3353.854,9.778,-0.158,0.000,1
9126.000,5000.000,43782617.123,3353.696,9.778,-0.158,0.000,1
9127.000,5000.000,43785970.740,3353.537,9.777,-0.158,0.000,1
9128.000,5000.000,43789324.198,3353.379,9.777,-0.158,0.000,1
9129.000,5000.000,43792677.498,3353.221,9.776,-0.158,0.000,1
9130.000,5000.000,43796030.640,3353.063,9.776,-0.158,0.000,1
9131.000,5000.000,43799383.623,3352.905,9.775,-0.158,0.000,1
9132.000,5000.000,43802736.449,3352.746,9.775,-0.158,0.000,1
9133.000,5000.000,43806089.116,3352.588,9.774,-0.158,0.000,1
9134.000,5000.000,43809441.625,3352.430,9.774,-0.158,0.000,1
9135.000,5000.000,43812793.976,3352.272,9.773,-0.158,0.000,1
9136.000,5000.000,43816146.169,3352.114,9.773,-0.158,0.000,1
9137.000,5000.000,43819498.204,3351.956,9.772,-0.158,0.000,1
9138.000,5000.000,43822850.081,3351.798,9.772,-0.158,0.000,1
9139.000,5000.000,43826201.799,3351.640,9.772,-0.158,0.000,1
9140.000,5000.000,43829553.360,3351.482,9.771,-0.158,0.000,1
9141.000,5000.000,43832904.763,3351.324,9.771,-0.158,0.000,1
9142.000,5000.000,43836256.007,3351.166,9.770,-0.158,0.000,1
9143.000,5000.000,43839607.094,3351.008,9.770,-0.158,0.000,1
9144.000,5000.000,43842958.023,3350.850,9.769,-0.158,0.000,1
9145.000,5000.000,43846308.793,3350.692,9.769,-0.158,0.000,1
9146.000,5000.000,43849659.406,3350.534,9.768,-0.158,0.000,1
9147.000,5000.000,43853009.861,3350.376,9.768,-0.158,0.000,1
9148.000,5000.000,43856360.159,3350.218,9.767,-0.158,0.000,1
9149.000,5000.000,43859710.298,3350.060,9.767,-0.158,0.000,1
9150.000,5000.000,43863060.280,3349.903,9.766,-0.158,0.000,1
9151.000,5000.000,43866410.103,3349.745,9.766,-0.158,0.000,1
9152.000,5000.000,43869759.769,3349.587,9.766,-0.158,0.000,1
9153.000,5000.000,43873109.278,3349.429,9.765,-0.158,0.000,1
9154.000,5000.000,43876458.628,3349.272,9.765,-0.158,0.000,1
9155.000,5000.000,43879807.821,3349.114,9.764,-0.158,0.000,1
9156.000,5000.000,43883156.856,3348.956,9.764,-0.158,0.000,1
9157.000,5000.000,43886505.733,3348.799,9.763,-0.158,0.000,1
9158.000,5000.000,43889854.453,3348.641,9.763,-0.158,0.000,1
9159.000,5000.000,43893203.015,3348.483,9.762,-0.158,0.000,1
9160.000,5000.000,43896551.420,3348.326,9.762,-0.158,0.000,1
9161.000,5000.000,43899899.667,3348.168,9.761,-0.158,0.000,1
9162.000,5000.000,43903247.756,3348.011,9.761,-0.158,0.000,1
9163.000,5000.000,43906595.688,3347.853,9.761,-0.158,0.000,1
9164.000,5000.000,43909943.463,3347.696,9.760,-0.157,0.000,1
9165.000,5000.000,43913291.079,3347.538,9.760,-0.157,0.000,1
9166.000,5000.000,43916638.539,3347.381,9.759,-0.157,0.000,1
9167.000,5000.000,43919985.841,3347.223,9.759,-0.157,0.000,1
9168.000,5000.000,43923332.985,3347.066,9.758,-0.157,0.000,1
9169.000,5000.000,43926679.972,3346.908,9.758,-0.157,0.000,1
